id,userId,yachtId,type,weight,createdAt,updatedAt
a3817c89-f52f-46bd-b0ee-a8329894088c,7cd83d9b-dabb-4a60-aa4d-6466b1cbca27,a20fa4ec-6e5e-43a7-b905-77c747b1e00e,wishlist,4,2025-01-12 16:01:49.338459,2025-01-12 16:01:49.338459
54f5740a-7799-4255-a6bd-a0fd7c43b2c2,f8d458c3-5f64-45d1-9f6d-2b2173ec25d4,b38bd928-64a1-4fc6-99fe-c0256f4d8512,view,2,2025-01-12 18:34:47.231698,2025-01-12 18:34:47.231698
7c7c3b1b-a904-469b-802b-92a55c753267,a9116cfa-ca3b-4564-9a81-7adc7c7680b9,d6dae517-f030-4a42-9a74-952af4eaeee6,wishlist,4,2025-01-12 20:34:08.427400,2025-01-12 20:34:08.427400
bb0bbbe3-7338-4da2-828a-81dac9991338,ca5019fd-c044-4c1d-9f68-6fda006a2d35,44c2870f-1869-4429-a97f-0e690e56d4a9,view,2,2025-01-13 04:01:53.469564,2025-01-13 04:01:53.469564
e6d48e29-c21d-4f06-b225-e4035aacc837,140b97de-c02b-43cb-8597-0a3cdf1bca6b,2f6c08e0-fba1-4e9d-b9db-b80c48b283a9,view,2,2025-01-13 21:17:04.422150,2025-01-13 21:17:04.422150
a4b01429-16a0-444a-ab3c-dd7921e46290,b3191ff8-6244-453c-9bf4-997c0b3b693d,0c1d2401-3fdb-46ca-a086-921d7ee8bd25,view,2,2025-01-14 14:49:58.202890,2025-01-14 14:49:58.202890
6d3bf9e0-0dd2-47b3-a9a2-0fc4d8f77fd1,35b71413-7c7f-4f2e-b9b0-6714c7273e46,6d9d1bd5-bce2-469d-8cff-5e42e81e2474,view,2,2025-01-14 15:36:54.183751,2025-01-14 15:36:54.183751
52f5222f-b6cc-47cc-8d7f-bc2eabd2040f,b3191ff8-6244-453c-9bf4-997c0b3b693d,5c7ff8d9-7b91-492b-a38f-4a8ca9b4b1ce,view,2,2025-01-15 03:42:04.441525,2025-01-15 03:42:04.441525
f3c5a1eb-e033-4f1d-a0ae-3206c25eb636,b3191ff8-6244-453c-9bf4-997c0b3b693d,7b26cd8d-7684-42b2-9523-b14b33cc32e1,view,2,2025-01-15 04:05:35.109150,2025-01-15 04:05:35.109150
d9cdf3d7-dc72-4276-a747-f1e676a33342,b82b6d2c-64cf-46ec-be9e-83a71a99aa93,1d2b10bb-9365-4a48-a687-7133f7b0d55c,wishlist,4,2025-01-15 12:13:39.817907,2025-01-15 12:13:39.817907
8a7ee29d-5da1-4346-b4a9-8050e95ebccd,b21ff13a-0040-4edd-bfc9-d3efbc858d69,497d7964-a777-4725-a934-913b181eb8f0,view,2,2025-01-15 14:17:43.892613,2025-01-15 14:17:43.892613
74512d9b-7898-4424-b7f4-57403efd4fda,b21ff13a-0040-4edd-bfc9-d3efbc858d69,092c2dd8-005f-46b4-86a4-de5985da5bd7,view,2,2025-01-15 14:51:56.690050,2025-01-15 14:51:56.690050
cfbf2bca-d408-4607-95c8-8d074b272028,b3191ff8-6244-453c-9bf4-997c0b3b693d,d2788256-1235-401a-af55-28e069bea52e,view,2,2025-01-16 02:58:18.687947,2025-01-16 02:58:18.687947
304e52e2-bc72-48f1-a504-cc585498b7a8,9cd47319-b267-45f7-959d-5b344b7927a5,fa20f7d6-d533-40e8-a5ba-a356cbd9823f,view,2,2025-01-16 09:14:06.811866,2025-01-16 09:14:06.811866
9ac9d5e0-2760-44a9-a894-3389f8cbd64b,27f65f34-4fce-45e2-9855-97d5c6764135,07446c53-d045-4528-8359-956e3652787e,view,2,2025-01-16 11:55:00.558614,2025-01-16 11:55:00.558614
af7e228e-aa4d-4688-8d2d-e8c9ddfc4507,27f65f34-4fce-45e2-9855-97d5c6764135,2d2c0f00-2e9d-48c2-a299-214c3a8845c0,wishlist,4,2025-01-17 06:06:36.252335,2025-01-17 06:06:36.252335
4f5569ea-462c-4c99-bee3-ee2f6b50c697,37c05e07-6491-46e7-90a3-1bfa3d9e0958,b38bd928-64a1-4fc6-99fe-c0256f4d8512,wishlist,4,2025-01-17 11:40:49.910021,2025-01-17 11:40:49.910021
bcc36863-5c28-418e-bb08-a7ad4bef138c,f8d458c3-5f64-45d1-9f6d-2b2173ec25d4,16cece4a-c1c1-44ec-b1f3-01a7a8508b45,wishlist,4,2025-01-18 01:53:58.740773,2025-01-18 01:53:58.740773
7c2b8c22-b2f0-4c95-ba93-ec0d082afe0c,e278e7c0-2f0c-4860-a8db-a3fcf9195cfb,e3a4aaeb-eb2e-4f3a-b3d6-43295ba8d82a,view,2,2025-01-18 03:42:17.832616,2025-01-18 03:42:17.832616
5ec99ece-0cb0-40b0-a24c-5b274752b39b,6552346e-cadc-4756-bc26-025230f2d1c9,9538a82c-feb1-4477-ac48-ff33d1897df4,startBooking,8,2025-01-18 21:27:55.674517,2025-01-18 21:27:55.674517
2cb81387-fe25-451e-abf8-2c366090d1c2,54d36117-931b-48d4-a473-42a7f8020f42,96bc37b8-5f3e-4bec-94e8-16135681c201,wishlist,4,2025-01-19 00:29:26.727208,2025-01-19 00:29:26.727208
3cffcbb9-8dca-4419-8f4c-2a0cfee09e12,6552346e-cadc-4756-bc26-025230f2d1c9,c33933ab-e3b4-4d7b-a211-20ce00e2a773,view,2,2025-01-19 09:30:34.829963,2025-01-19 09:30:34.829963
804d07be-c678-4ab4-b86e-204ec0ff04ea,b3191ff8-6244-453c-9bf4-997c0b3b693d,a9b0d59c-d992-4dea-a3b1-08e5436706b7,view,2,2025-01-20 13:22:55.638365,2025-01-20 13:22:55.638365
a245d40f-cf0a-4230-9ee7-0b8b458fcb6e,6552346e-cadc-4756-bc26-025230f2d1c9,363b2c66-a97b-434c-bd0a-6786ab850307,view,2,2025-01-20 21:40:50.501235,2025-01-20 21:40:50.501235
9d47f150-3b4c-4738-9a8c-5d927d024ae1,0e70d095-94bd-4b81-a9d5-9076f32f3f43,c3bd248f-feb8-49b9-a176-efad19b5bba0,view,2,2025-01-21 01:22:13.999197,2025-01-21 01:22:13.999197
71a6d068-efdd-4239-b039-95f2ccd4d6ad,a9ae3833-3970-4112-a7d2-720a7f7d6b76,8fba93d9-cf41-4fcc-b2e3-f3a571aad1f7,view,2,2025-01-21 11:29:42.529508,2025-01-21 11:29:42.529508
748b443a-c905-44da-88fa-b15327974040,37c05e07-6491-46e7-90a3-1bfa3d9e0958,b6a75925-ba74-4745-be08-360fdfd0405a,wishlist,4,2025-01-21 18:20:34.995805,2025-01-21 18:20:34.995805
755bb38c-c88b-4646-b24d-dde2ba6d64a2,35b71413-7c7f-4f2e-b9b0-6714c7273e46,4fd91f5e-8177-47c7-b218-2fb6c7b4f380,wishlist,4,2025-01-21 20:22:45.075295,2025-01-21 20:22:45.075295
b773eac6-9dc4-4aff-aaa6-ff070ef7e2a8,dc35f3b2-9c8c-4514-aabf-a96defd55c71,58650c07-43fc-40d2-8021-3894b7eb3b52,view,2,2025-01-22 01:10:41.971797,2025-01-22 01:10:41.971797
deebf715-366b-45f7-a65f-a6564efbbc9b,27f65f34-4fce-45e2-9855-97d5c6764135,55be38c2-9132-4dde-91ef-74cad596e9a8,view,2,2025-01-22 06:21:51.764351,2025-01-22 06:21:51.764351
8ee004b2-b6de-43a9-8d96-ff6e714599c6,21d6f394-a9dc-4d28-9e0b-7831e7316ac9,9cfc27f8-ebd8-4582-84cc-ea273df84cb7,view,2,2025-01-22 18:03:34.993944,2025-01-22 18:03:34.993944
c33ae590-4016-49e9-be58-c1b2307aaad6,54d36117-931b-48d4-a473-42a7f8020f42,928b4bad-ed27-400d-9fe6-43513af99217,view,2,2025-01-22 18:58:06.881578,2025-01-22 18:58:06.881578
7c981336-c6f4-4340-8702-72a93bba8bfd,b82b6d2c-64cf-46ec-be9e-83a71a99aa93,99d688af-ce7b-4d8f-b9ee-e03d2a8589a9,view,2,2025-01-23 10:12:07.011487,2025-01-23 10:12:07.011487
321449d4-1aa2-4c2f-a2b5-23c614894cf5,612f046b-8f31-4763-9ac3-ebda47fc45b3,2734c446-7193-4c47-ab5a-c8ecd338e00f,view,2,2025-01-23 19:55:35.999368,2025-01-23 19:55:35.999368
f59ee51d-d803-4d11-b46d-3ec743c36108,874f3518-8124-437f-9bc6-a52836a4ec4e,5b17c89c-00ef-48c0-b444-d2c407023288,view,2,2025-01-23 21:31:30.069584,2025-01-23 21:31:30.069584
4ca0c3a1-742c-440e-931e-633ca079a91b,d6675c16-0468-46e8-b552-7ed89bdf200a,8e624b3b-d08e-45cf-84dc-4a4ea52ae015,view,2,2025-01-23 23:36:31.119007,2025-01-23 23:36:31.119007
ce498643-e8c8-4a8b-9e2a-9a148885b26a,a9116cfa-ca3b-4564-9a81-7adc7c7680b9,77b3d992-8246-4621-8910-dcd4b0e54763,view,2,2025-01-24 03:40:21.317560,2025-01-24 03:40:21.317560
807902e3-78ac-4779-b6cd-ccb11ea257f4,5f177308-1e80-4a59-b433-771e4bc6db14,a072908c-23d4-4dd4-9ece-37ab3bce97ec,view,2,2025-01-24 16:16:58.347849,2025-01-24 16:16:58.347849
ef36e044-9def-45f6-9f4e-f49df6daa099,6552346e-cadc-4756-bc26-025230f2d1c9,18634be8-2d73-452e-a2a3-d038f2dd1669,view,2,2025-01-25 06:13:27.226149,2025-01-25 06:13:27.226149
165bf773-4003-4299-8e77-abeefff47a2e,27f65f34-4fce-45e2-9855-97d5c6764135,aa7eac35-f02b-464d-8fad-941a32790518,view,2,2025-01-25 16:44:14.120157,2025-01-25 16:44:14.120157
7027f1df-cc4e-4e41-b0c8-156e86864a49,b3191ff8-6244-453c-9bf4-997c0b3b693d,f75754f1-7704-4f8d-8129-a4247fd2faff,view,2,2025-01-25 23:10:51.499379,2025-01-25 23:10:51.499379
f6b44cc6-59cc-4e90-9fab-5bebf3da0009,e9a7aa86-efb1-41e8-87e3-1b3fb6019fad,8e624b3b-d08e-45cf-84dc-4a4ea52ae015,view,2,2025-01-26 01:11:40.336786,2025-01-26 01:11:40.336786
fdfa6194-e2a1-49d4-bb4c-57241645adf5,a9ae3833-3970-4112-a7d2-720a7f7d6b76,670ce16c-40c6-4f98-a42e-660ead0d31dc,chatOwner,6,2025-01-26 02:49:58.194321,2025-01-26 02:49:58.194321
968f43f7-9f1a-49b4-b0c0-e5e0e6413583,081fd197-f3aa-42ab-a184-4503ef54c1f9,27490d5c-a246-4ade-b534-27ac6d156066,view,2,2025-01-26 09:51:45.316201,2025-01-26 09:51:45.316201
d3a433f2-c80f-41a4-af77-6e2de6df445e,27f65f34-4fce-45e2-9855-97d5c6764135,95d146e5-ad06-46a1-9363-02a553b9c7fe,wishlist,4,2025-01-26 17:36:54.076654,2025-01-26 17:36:54.076654
84c888d1-266f-487c-90e3-57e57da3f95f,e6e3f05c-2e08-4daa-a6e1-26f03ad1c939,5f83b218-3aaf-4136-b8f6-d2149f8fcc40,view,2,2025-01-26 21:55:32.850428,2025-01-26 21:55:32.850428
98be2efd-5f8d-4a8a-9c93-a223899dc7ef,35b71413-7c7f-4f2e-b9b0-6714c7273e46,bf042d2b-edc5-46ef-a6e2-3b72aba13740,view,2,2025-01-27 06:02:23.561226,2025-01-27 06:02:23.561226
54a5a4ff-6da3-40cb-a439-8695040a43f3,27f65f34-4fce-45e2-9855-97d5c6764135,95d146e5-ad06-46a1-9363-02a553b9c7fe,view,2,2025-01-27 23:02:18.109029,2025-01-27 23:02:18.109029
4dd8a2eb-4e34-446b-8062-95c8d87ffe6b,a9ae3833-3970-4112-a7d2-720a7f7d6b76,6f7accf0-3f99-4449-9ec0-d0ae384903cd,view,2,2025-01-28 03:00:32.299591,2025-01-28 03:00:32.299591
946ca286-b9b1-4c58-a6ed-dc8fee776dc4,e6e3f05c-2e08-4daa-a6e1-26f03ad1c939,aeb01a89-e8ba-42d7-aec9-e67cb0ec56ca,view,2,2025-01-28 04:43:06.390106,2025-01-28 04:43:06.390106
d86e57f6-9a4c-400e-b1b0-9d9926b6ecaa,228d4b6c-1e65-4998-bce2-4b9a40cc9218,13650d63-25b1-435c-86fd-db26106fec7c,view,2,2025-01-28 05:37:12.070002,2025-01-28 05:37:12.070002
949979c4-230b-4815-b442-98e403810fb5,b5804561-f45e-4977-a3de-d5a02bdee436,ebe00963-a0f5-4f2e-9cb0-e60e568e97d7,view,2,2025-01-28 13:10:02.787116,2025-01-28 13:10:02.787116
47308916-f64a-40c8-a25d-7ab4cfb2ab39,9596efa2-6e92-4755-82f4-9d4737abc15b,525210fb-8174-4560-9179-42e359186210,view,2,2025-01-28 19:06:09.231756,2025-01-28 19:06:09.231756
4f345e79-f8da-4fc3-9106-6a9c5255365e,5e60e0fd-b621-4d7f-b87f-4c6c17c37799,f330b39e-cc41-4f78-9ff0-debae05e03be,view,2,2025-01-29 15:06:14.959200,2025-01-29 15:06:14.959200
654e831b-97ce-443b-b53b-af58dc77ba0e,cc88c977-6313-46f4-a8ff-5b789fd94d48,a9b0d59c-d992-4dea-a3b1-08e5436706b7,book,10,2025-01-30 03:55:23.631904,2025-01-30 03:55:23.631904
086ba476-3170-4bcd-8490-0afd525bb981,f8461e88-0bcf-4643-8e02-b5d692ac8dcd,fe7976f4-6b0e-4497-8bb2-5e43ce71550f,view,2,2025-01-30 14:22:24.458279,2025-01-30 14:22:24.458279
e04c15ed-d628-46ce-9c86-b63802b4ba1f,cc88c977-6313-46f4-a8ff-5b789fd94d48,1c9e637d-b15e-4309-904e-e409d307f453,wishlist,4,2025-01-30 15:31:29.741587,2025-01-30 15:31:29.741587
52da14e9-8f3b-47d1-a475-d7df9cc42a29,b21ff13a-0040-4edd-bfc9-d3efbc858d69,ceb7aa26-9073-42e1-a77c-f1cd88d247d2,view,2,2025-01-31 02:05:05.219042,2025-01-31 02:05:05.219042
d43c4066-b08a-4293-9344-dfeb328f8e20,48f5dc4d-5a74-4625-91a6-3f3ae236e59a,1e488c5a-ad5f-4143-a901-d7c430c47c5c,view,2,2025-01-31 02:31:47.614365,2025-01-31 02:31:47.614365
3d265b3b-16f6-47a8-9226-2ee1ede121c9,ec3db053-75f0-4275-8428-befea508152d,64517bc8-199a-49b9-97f5-0b47c7f642a0,wishlist,4,2025-01-31 06:09:57.558153,2025-01-31 06:09:57.558153
07ca1c25-7e9e-45f2-be00-79bf2b679806,9c42726d-290b-43c5-8d1c-e5c5c11fb800,0c388b08-13b9-4785-8167-7031a1696810,view,2,2025-01-31 17:04:42.056428,2025-01-31 17:04:42.056428
88139fec-03b0-48b1-9a5a-6e4d0eea9eeb,0e70d095-94bd-4b81-a9d5-9076f32f3f43,1833bea6-1bd5-480f-a62f-f093de234405,view,2,2025-01-31 23:14:56.087993,2025-01-31 23:14:56.087993
6460213c-2a96-4ee8-9ec2-a554b16cfa37,54d36117-931b-48d4-a473-42a7f8020f42,046183b7-d5cf-40d6-b966-02ee8709b760,view,2,2025-01-31 23:54:58.971199,2025-01-31 23:54:58.971199
8ab94776-5e91-435b-a007-662d2f86b874,d6675c16-0468-46e8-b552-7ed89bdf200a,65809ffc-5395-4a22-bb76-00b28ccf2216,view,2,2025-02-01 01:55:18.821721,2025-02-01 01:55:18.821721
09f6591d-1e6a-4db5-a9ac-5156f4b6bc75,6b26cad8-6208-43e5-bd30-464196166844,5f174e25-ec92-4d3c-924b-66f4e2d96874,view,2,2025-02-01 03:16:07.866362,2025-02-01 03:16:07.866362
a7e27dba-3d1b-4c8a-ba37-3674dbe3f00a,b21ff13a-0040-4edd-bfc9-d3efbc858d69,ebbb6890-2d60-449d-8dce-987b969ef729,view,2,2025-02-01 04:10:13.597243,2025-02-01 04:10:13.597243
c16ce551-c344-412f-a90b-4d4a65b89d88,b5804561-f45e-4977-a3de-d5a02bdee436,a5b4b12b-a000-411f-8411-b24321c07e0b,view,2,2025-02-01 04:11:20.976703,2025-02-01 04:11:20.976703
cce9c617-77d7-4ba2-ad2d-632de662c121,dc35f3b2-9c8c-4514-aabf-a96defd55c71,30a9be08-28a0-4b54-8043-a4c370ff2b1b,wishlist,4,2025-02-01 04:31:19.616529,2025-02-01 04:31:19.616529
21ef1312-2bda-4e3c-a3e5-b681e2d2fd9b,200cde6f-f5d1-4641-9c2e-8616ea1db48f,dc813db5-7250-45f4-938f-b826f1b244ed,wishlist,4,2025-02-01 05:40:41.469243,2025-02-01 05:40:41.469243
55497c76-83fb-4d32-9598-af32f4e009e4,f8d458c3-5f64-45d1-9f6d-2b2173ec25d4,d88d28af-c3ea-4127-b36f-6b77e877a646,view,2,2025-02-01 07:09:34.277916,2025-02-01 07:09:34.277916
93e410f8-e1ef-43b9-9397-d907e9659269,d6675c16-0468-46e8-b552-7ed89bdf200a,c8afd4fb-925d-4ef7-ad4c-ca5bebbed157,view,2,2025-02-01 15:06:22.675894,2025-02-01 15:06:22.675894
a6e712f2-51c5-46d8-b751-18f0557828ce,54d36117-931b-48d4-a473-42a7f8020f42,fe2b3170-8b9f-4bc4-b34f-c1aedff80f74,view,2,2025-02-01 17:29:41.650502,2025-02-01 17:29:41.650502
1ff4bbc6-163e-4ebe-bbfc-7f400d9ef244,48f5dc4d-5a74-4625-91a6-3f3ae236e59a,12f31a4f-52d1-429f-a9e1-f4fb7fc6f9f9,view,2,2025-02-01 21:09:30.519692,2025-02-01 21:09:30.519692
128145aa-bd2e-4aae-822e-ecac116bf5be,d6675c16-0468-46e8-b552-7ed89bdf200a,283a8cbf-8685-4253-bd80-56bd4a543203,wishlist,4,2025-02-01 23:00:42.794748,2025-02-01 23:00:42.794748
627fa3b4-9da0-4a7e-a5cf-72a18ddfa6b2,b3191ff8-6244-453c-9bf4-997c0b3b693d,c4e233a3-2afe-4868-8edb-d6d224e53bb4,view,2,2025-02-02 04:27:44.865122,2025-02-02 04:27:44.865122
ebb742a8-273b-4b4c-850e-6cec624e63fa,bbffc377-3d59-4d74-973d-980925966904,5a1fab7d-4a4c-4b24-90e4-ffe8213585fd,wishlist,4,2025-02-02 10:11:25.882658,2025-02-02 10:11:25.882658
64288b2c-8b0a-429d-865b-9ab245bb3e24,ffe7413a-1fe8-4af3-b0ec-1af08ed7509d,7a86c87f-db3f-4c3a-9919-03b0a1d827ee,view,2,2025-02-02 11:49:51.936367,2025-02-02 11:49:51.936367
faee926f-3d02-4cd0-9548-db7c00378893,5476fba4-28d8-444f-a3c6-08deac5df559,34f6d502-28bd-4a06-9791-42a9463a9f7f,view,2,2025-02-02 21:56:42.973825,2025-02-02 21:56:42.973825
94c8a66a-1f52-4c0a-a164-75eb7047e68e,cc88c977-6313-46f4-a8ff-5b789fd94d48,1c9e637d-b15e-4309-904e-e409d307f453,view,2,2025-02-03 00:38:36.265084,2025-02-03 00:38:36.265084
1529ec45-a445-437e-97f4-998d612e9a1e,e9a7aa86-efb1-41e8-87e3-1b3fb6019fad,d59867c3-0e33-46d8-80a2-69c29cb49536,view,2,2025-02-03 01:03:00.542964,2025-02-03 01:03:00.542964
f1fd0fdf-43b9-48c0-9263-b9ff24f1c2a5,9596efa2-6e92-4755-82f4-9d4737abc15b,502fb4e6-5c87-4103-87be-0c139a046174,wishlist,4,2025-02-03 06:22:56.929960,2025-02-03 06:22:56.929960
d9e008d0-5059-48a9-bdcc-bbf22f4afa49,9ac3ad43-b851-4508-9d19-29be35b2177b,e0b42b10-d25d-4980-a7d5-8a2ad676e847,view,2,2025-02-03 07:04:15.581566,2025-02-03 07:04:15.581566
84a130a7-72ae-449a-93c5-735a65068759,e6e3f05c-2e08-4daa-a6e1-26f03ad1c939,16072563-17de-4e66-b009-932e5b4331a7,view,2,2025-02-03 09:20:48.522566,2025-02-03 09:20:48.522566
a07ea12d-900e-402c-9d01-eb9694679b31,54d36117-931b-48d4-a473-42a7f8020f42,046183b7-d5cf-40d6-b966-02ee8709b760,view,2,2025-02-03 10:59:10.479202,2025-02-03 10:59:10.479202
50f97d90-98ac-4a85-b2fb-2101e86f1e2a,ea74bde5-2e31-48d8-b646-bfc4cd8e6648,ad0c5576-d5d5-412f-b47e-5ba34f468637,view,2,2025-02-03 13:00:37.108025,2025-02-03 13:00:37.108025
34297abb-ea55-4dbd-89a8-09927c638d14,d6095fb7-88a0-4280-ac99-7da0b3f9160f,89ce1a90-1bfe-4c6b-9cef-137e45f8ce00,view,2,2025-02-03 14:39:19.870796,2025-02-03 14:39:19.870796
f2a16beb-1d4d-4eb9-9189-5b940ad4cdec,ec3db053-75f0-4275-8428-befea508152d,7c038f86-0b9a-45a5-af50-87dca4ec9555,view,2,2025-02-03 16:49:38.769325,2025-02-03 16:49:38.769325
7f199100-4395-446b-bc96-7d09537f2dc8,1facb0c3-e5eb-48e6-bb31-f56678294824,c0f5f0da-ab9d-4d4a-8081-33a4883f4687,wishlist,4,2025-02-03 22:42:37.451695,2025-02-03 22:42:37.451695
30ef0ebe-a9ce-4f4a-be2b-692f52025bee,910f55a3-570f-4d54-babd-70575c4f3a89,71dcf818-dfc3-42d0-b2b4-d8bc689e4e89,view,2,2025-02-04 02:41:40.937619,2025-02-04 02:41:40.937619
35b799ac-b3e4-4643-937e-e2d79d36b7c4,e9a7aa86-efb1-41e8-87e3-1b3fb6019fad,42284a71-7aa9-4910-a5f9-9aa4b10acbe6,view,2,2025-02-04 10:21:30.372843,2025-02-04 10:21:30.372843
6365dab9-c8e2-4320-947b-22b0f8d6a4fb,37c05e07-6491-46e7-90a3-1bfa3d9e0958,16cece4a-c1c1-44ec-b1f3-01a7a8508b45,view,2,2025-02-04 10:24:18.335836,2025-02-04 10:24:18.335836
13fcc7f5-9465-4972-84d3-8996380f8889,f77b6d9d-edb6-44dd-be09-303c3ecad48f,e68fd6f8-889b-424e-96e7-5823d4127b34,view,2,2025-02-04 10:35:02.621651,2025-02-04 10:35:02.621651
1dde32ad-4e7a-45c8-9bc9-a4e917ffa833,612f046b-8f31-4763-9ac3-ebda47fc45b3,d1485d0b-b1c3-4301-ba32-ad8c79dbaad6,view,2,2025-02-04 14:48:55.946459,2025-02-04 14:48:55.946459
dea02339-b0c5-4674-af5c-952a54a0e924,6552346e-cadc-4756-bc26-025230f2d1c9,2576ce82-c1b1-47a0-96ce-bc6108165c1b,view,2,2025-02-04 15:30:20.992568,2025-02-04 15:30:20.992568
0af6094b-8c4b-412d-b1ad-c272a248114d,37c05e07-6491-46e7-90a3-1bfa3d9e0958,16cece4a-c1c1-44ec-b1f3-01a7a8508b45,view,2,2025-02-04 19:11:44.826424,2025-02-04 19:11:44.826424
a8bc5458-a311-4b8e-b47a-b1ff66cf1d68,612f046b-8f31-4763-9ac3-ebda47fc45b3,81f59c19-9f7a-4037-952a-5d19090b84b4,view,2,2025-02-04 20:21:32.252371,2025-02-04 20:21:32.252371
db44cc70-385b-4d01-a330-9db81c81bd90,d37d1277-5e0e-4b43-b886-09d26eb01bbf,e80aff3b-65a8-439b-bd80-fc78bc82ccb8,view,2,2025-02-04 23:07:08.165573,2025-02-04 23:07:08.165573
45427f16-4094-44fd-8717-67e3488e4e40,48f5dc4d-5a74-4625-91a6-3f3ae236e59a,89ce1a90-1bfe-4c6b-9cef-137e45f8ce00,view,2,2025-02-05 00:27:58.823414,2025-02-05 00:27:58.823414
bfcd4110-5182-4549-959b-23c5feced1e3,d6095fb7-88a0-4280-ac99-7da0b3f9160f,32174343-06ab-47f6-a347-25ffa9042d16,view,2,2025-02-05 03:21:29.112534,2025-02-05 03:21:29.112534
7cbcb133-73e1-4747-bc5a-175eac3ff18d,1683e4a6-f97a-46f5-b865-060b45337ab2,fcb1c825-e2f1-4bc1-9189-6efffea994b3,startBooking,8,2025-02-05 04:42:47.908158,2025-02-05 04:42:47.908158
61657973-0449-4399-8ac1-952ac154b8b6,35b71413-7c7f-4f2e-b9b0-6714c7273e46,34e8974d-394b-4b29-be27-1a0ad0b5929f,view,2,2025-02-05 11:46:20.485534,2025-02-05 11:46:20.485534
a09d3d6f-548b-4739-9814-541fd2ee66a5,0670ac44-aab5-433b-bbd3-3e94c4a18a7e,c3bd248f-feb8-49b9-a176-efad19b5bba0,wishlist,4,2025-02-05 12:46:52.287001,2025-02-05 12:46:52.287001
11538522-db43-4a5c-8389-8526aa31ae90,1ce029a7-2c33-4572-985f-6a15778481be,fd84b95d-ddaf-4312-a936-ef9b53a4c380,wishlist,4,2025-02-05 16:19:38.192931,2025-02-05 16:19:38.192931
97c6a1e5-212e-45ef-8e03-2159acb33703,a833f884-3bac-496c-8b0e-ccea042738c8,a6688141-4438-47f1-9e8d-2e69725ecfc5,view,2,2025-02-05 17:22:27.504055,2025-02-05 17:22:27.504055
12224997-6347-4450-a027-0191823f7241,1ce029a7-2c33-4572-985f-6a15778481be,fdab2ff8-d59a-40ec-8fd6-dbcd4390a80e,view,2,2025-02-05 17:48:32.416168,2025-02-05 17:48:32.416168
4b526ef3-c2c7-409b-a1a5-68954e364879,e278e7c0-2f0c-4860-a8db-a3fcf9195cfb,d79a220e-8ce4-4c3a-a49a-4be266c5a257,view,2,2025-02-05 19:52:27.423491,2025-02-05 19:52:27.423491
d40d92f2-346d-41c3-94f3-0f9b1d7ff85f,5476fba4-28d8-444f-a3c6-08deac5df559,0004214e-2c01-4ece-996e-e73d65e8fed8,view,2,2025-02-05 23:19:44.498447,2025-02-05 23:19:44.498447
